Artist and Title,Artist,Title,Streams,Daily,year,main_genre,genres,first_genre,second_genre,third_genre,id,href,isrc,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
6LACK - PRBLMS,6LACK,PRBLMS,466649197,71185,2016,Hip-Hop/Rap,"['atl hip hop', 'melodic rap', 'r&b', 'rap', 'trap']",atl hip hop,melodic rap,r&b,746796a2-c9b6-4192-9aae-1e77d9531371,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt,USUYG1102245,0.0307,0.417,0.58,1.45e-06,9,0.179,-4.574,1,0.207,68.58,0.139
Kanye West - Waves,Kanye West,Waves,460350670,103341,2016,Hip-Hop/Rap,"['chicago rap', 'hip hop', 'rap']",chicago rap,hip hop,rap,a14b3dd4-adee-4961-aa8f-b7e55bc1d45a,https://open.spotify.com/track/3nAq2hCr1oWsIU54tS98pL,USUM71603079,0.0528,0.557,0.586,7.33e-06,10,0.339,-4.57,1,0.0382,96.091,0.0681
Steve Lacy - Some,Steve Lacy,Some,460066065,645381,2016,Hip-Hop/Rap,['afrofuturism'],afrofuturism,Unknown,Unknown,62297f83-3781-49ae-a2de-42c6d8b11790,https://open.spotify.com/track/4riDfclV7kPDT9D58FpmHd,TCACT1617859,0.00548,0.784,0.554,0.254,7,0.0995,-6.417,1,0.03,104.01,0.634
Frank Ocean - Self Control,Frank Ocean,Self Control,459122401,311858,2016,Hip-Hop/Rap,"['lgbtq+ hip hop', 'neo soul']",lgbtq+ hip hop,neo soul,Unknown,a4c464a9-a2c7-42f7-bcc8-87e26466d33f,https://open.spotify.com/track/5GUYJTQap5F3RDQiCOJhrS,QZ5C81600007,0.768,0.581,0.21,0,8,0.369,-10.426,1,0.0321,80.099,0.452
Olivia O'Brien - hate u love u,Olivia O'Brien,hate u love u,458997633,71511,2016,Hip-Hop/Rap,"['alt z', 'pop']",alt z,pop,Unknown,7c08a539-3465-4f40-a393-e8f502e89a47,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,USAT21601051,0.687,0.492,0.275,0,6,0.101,-13.4,0,0.3,92.6,0.18
Kehlani - Gangsta,Kehlani,Gangsta,451216240,227360,2016,Pop,"['pop', 'r&b', 'rap']",pop,r&b,rap,e5f53bda-1bbc-4c93-85f6-3c163de5c4b3,https://open.spotify.com/track/1W7zkKgRv9mrLbfdQ8XyH3,USAT21602008,0.111,0.439,0.447,0,10,0.303,-8.318,0,0.0436,121.48,0.11
Morat - Cómo Te Atreves,Morat,Cómo Te Atreves,450197394,161006,2016,Pop,"['colombian pop', 'latin pop', 'latin viral pop']",colombian pop,latin pop,latin viral pop,4a087b94-1d3c-4e4d-baff-62a8e468f26f,https://open.spotify.com/track/7M6CFruBrM5x7u0lTMtm6r,ES5701501180,0.0705,0.617,0.888,0,4,0.162,-4.567,1,0.0402,130.97,0.771
The Strumbellas - Spirits,The Strumbellas,Spirits,449854082,98740,2016,Indie/Alternative,"['canadian indie', 'folk-pop', 'stomp and holler']",canadian indie,folk-pop,stomp and holler,acca1ed9-9b77-4984-891f-07a98fef57a1,https://open.spotify.com/track/47QDvqfpUTIGckdCacLd8P,CA6MD1500001,0.16,0.553,0.731,0,0,0.114,-3.71,1,0.0269,80.536,0.788
Phil Collins - Against All Odds (Take a Look at Me Now),Phil Collins,Against All Odds (Take a Look at Me Now),449760023,437472,2016,Rock,"['rock drums', 'soft rock']",rock drums,soft rock,Unknown,5e9677e9-f577-4729-96fc-07a89d9fff0c,https://open.spotify.com/track/63CHa6rmamv9OsehkRD8oz,USRH11603367,0.198,0.581,0.498,0,1,0.132,-6.9,1,0.0276,116.262,0.111
MC Kevinho - Olha A Explosão,MC Kevinho,Olha A Explosão,447140111,226146,2016,Hip-Hop/Rap,"['funk carioca', 'funk ostentacao', 'funk pop', 'sertanejo universitario']",funk carioca,funk ostentacao,funk pop,72cf29eb-385a-4846-9ff3-8c30550552ba,https://open.spotify.com/track/6Q4foUefrAyCt8VxJFML56,BXG6R1700002,0.107,0.778,0.635,0,6,0.0608,-2.892,1,0.112,90.008,0.379
Cheat Codes - Let Me Hold You (Turn Me On),Cheat Codes,Let Me Hold You (Turn Me On),446578406,23568,2016,Electronic/Dance,"['edm', 'pop', 'pop dance']",edm,pop,pop dance,cc79b7fc-6bb2-488f-90e7-64f8a2f11e01,https://open.spotify.com/track/3aLWuWKHaTV4Ok7LKvXRYn,NLZ541600032,0.0992,0.681,0.774,0,1,0.35,-3.167,0,0.0787,102.924,0.267
Pentatonix - Hallelujah,Pentatonix,Hallelujah,445514646,56760,2016,Pop,"['a cappella', 'viral pop']",a cappella,viral pop,Unknown,555e029e-c984-4c87-9830-facc6bc99942,https://open.spotify.com/track/0HZk0QsXPhMNAWNDR3rYE8,USRC11601833,0.47,0.364,0.378,0,7,0.339,-7.381,0,0.0331,89.918,0.366
BLACKPINK - PLAYING WITH FIRE,BLACKPINK,PLAYING WITH FIRE,441750151,185737,2016,Pop,"['k-pop', 'k-pop girl group', 'pop']",k-pop,k-pop girl group,pop,473015c2-c04a-415a-9f03-f369e99d7089,https://open.spotify.com/track/7qmvLmX9tyaTiBAVNI6YEn,KRA401600236,0.0392,0.706,0.756,0,4,0.18,-4.405,0,0.0845,97.098,0.676
Lizzo - Good as Hell,Lizzo,Good as Hell,439862884,44792,2016,Hip-Hop/Rap,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",escape room,minnesota hip hop,pop,e76eabdd-7207-4221-bc6d-97220d1f7df2,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,USAT21906086,0.298,0.668,0.892,0,5,0.735,-3.001,0,0.0645,95.927,0.478
Florida Georgia Line - H.O.L.Y.,Florida Georgia Line,H.O.L.Y.,435875366,75264,2016,World/Traditional,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",contemporary country,country,country pop,2e2308a3-8f9a-48f9-85bb-5481b8afe741,https://open.spotify.com/track/0BCy325UZyR9z0t0uxwn2N,QM3E21602008,0.401,0.523,0.666,0,7,0.0728,-4.081,0,0.0327,78.077,0.564
J Balvin - Sigo Extrañándote,J Balvin,Sigo Extrañándote,435700300,100028,2016,World/Traditional,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",reggaeton,reggaeton colombiano,trap latino,e8fe3ed5-2966-48ca-bb3a-4f9346c41729,https://open.spotify.com/track/0k23rRi1B8ZHrKtzECGoyk,USUM71604779,0.154,0.896,0.859,0.000109,11,0.212,-4.232,0,0.21,93.016,0.938
Jon Pardi - Head Over Boots,Jon Pardi,Head Over Boots,432749900,207309,2016,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road,42ca73d4-6220-41a2-8a9d-62f2ce6f94b2,https://open.spotify.com/track/4ly1QBXEwYoDmje9rmEgC4,USUM71512012,0.0763,0.562,0.688,0,7,0.0863,-4.474,1,0.0263,108.017,0.617
Lil Uzi Vert - You Was Right,Lil Uzi Vert,You Was Right,430012593,61929,2016,Hip-Hop/Rap,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']",hip hop,melodic rap,philly rap,3bcb7ecc-310d-4139-98e7-76a58daf8ef3,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,USAT21601721,0.069,0.843,0.359,0,0,0.12,-7.417,1,0.461,81.987,0.156
Lukas Graham - Mama Said,Lukas Graham,Mama Said,425415517,69425,2016,Pop,"['danish pop', 'scandipop']",danish pop,scandipop,Unknown,3197e181-87b5-4674-8223-886835a5f76f,https://open.spotify.com/track/5ArQzSBevAdXTxRY6Ulhbq,USWB11600081,0.0447,0.712,0.799,6.4e-05,7,0.37,-4.564,0,0.0703,83.996,0.591
PnB Rock - Selfish,PnB Rock,Selfish,423377222,109453,2016,Hip-Hop/Rap,"['melodic rap', 'rap', 'trap']",melodic rap,rap,trap,dcd82467-ea8b-44a5-a0df-26f1e5243a9d,https://open.spotify.com/track/2xbI8Vmyv3TkpTdywpPyNw,USUYG1121848,0.114,0.638,0.6,0,1,0.187,-5.84,0,0.0438,101.981,0.0399
A Boogie Wit da Hoodie - Still Think About You,A Boogie Wit da Hoodie,Still Think About You,423326854,200166,2016,Hip-Hop/Rap,"['melodic rap', 'rap', 'trap']",melodic rap,rap,trap,6225728c-4296-43fa-8985-d3a22e312a40,https://open.spotify.com/track/2FTeQQ5Rg9tBpgpTF5mnhE,USAT21602670,0.219,0.946,0.646,0,5,0.0643,-6.604,1,0.21,127.978,0.961
Travis Scott - beibs in the trap,Travis Scott,beibs in the trap,422992222,82473,2016,Hip-Hop/Rap,"['rap', 'slap house']",rap,slap house,Unknown,3252aff4-0ceb-422f-a3cc-46bc50c3d22c,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8,USSM11607551,0.24,0.743,0.571,0,7,0.291,-6.054,0,0.145,119.054,0.495
Kent Jones - Don't Mind,Kent Jones,Don't Mind,419462438,49627,2016,Hip-Hop/Rap,"['miami hip hop', 'viral trap']",miami hip hop,viral trap,Unknown,f940a8bc-17c2-417f-8619-69ebf6cd63a9,https://open.spotify.com/track/27PmvZoffODNFW2p7ehZTQ,USSM11603011,0.0235,0.464,0.771,0,8,0.063,-4.503,1,0.336,158.777,0.69
NEIKED - Sexual,NEIKED,Sexual,418452440,49518,2016,Pop,['scandipop'],scandipop,Unknown,Unknown,3c81b594-9110-4332-bd5a-be4b0e706275,https://open.spotify.com/track/5fKBwqSTuCbnJlCOpeRa3o,GBKPL1667537,0.0692,0.797,0.567,0,2,0.0705,-7.503,1,0.0651,108.024,0.843
Drake - Feel No Ways,Drake,Feel No Ways,418316579,156779,2016,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop,2d3551ce-d825-4b7f-ab05-27a61c073234,https://open.spotify.com/track/3cjF2OFRmip8spwZYQRKxP,USCM51600067,0.0312,0.582,0.677,6.6e-06,7,0.122,-7.081,1,0.172,193.818,0.205
Skrillex - Purple Lamborghini,Skrillex,Purple Lamborghini,417936187,52771,2016,Electronic/Dance,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']",brostep,complextro,edm,f6f872bb-23cf-4f85-87ca-3a4674534d8f,https://open.spotify.com/track/6JyuJFedEvPmdWQW0PkbGJ,USAT21602007,0.0019,0.457,0.899,0,10,0.831,-2.591,0,0.132,147.268,0.298
J. Cole - Deja Vu,J. Cole,Deja Vu,414027705,75866,2016,Hip-Hop/Rap,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",conscious hip hop,hip hop,north carolina hip hop,86eefc19-d8e2-479c-84dd-f3fcb6dc0da0,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,QMJMT1601080,0.352,0.657,0.421,0.000218,9,0.187,-11.378,1,0.412,174.063,0.181
Banda MS de Sergio Lizárraga - Me Vas a Extrañar,Banda MS de Sergio Lizárraga,Me Vas a Extrañar,413720736,293443,2016,World/Traditional,"['banda', 'musica mexicana', 'norteno']",banda,musica mexicana,norteno,1c2f8614-7bc3-42e6-8179-a456c08e0827,https://open.spotify.com/track/2yS8aYWXEWJ1NlZ7VPDroT,MXB951500003,0.581,0.756,0.526,1.08e-05,8,0.0875,-5.379,1,0.0408,144.942,0.94
Robin Schulz - Shed a Light,Robin Schulz,Shed a Light,412433659,45728,2016,Electronic/Dance,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",deep euro house,deep house,edm,7869318e-b4c4-4a6b-a4dd-ca4f12c11e15,https://open.spotify.com/track/1eyrmeiDpdTkOmA839nPVQ,DEA621602181,0.112,0.483,0.787,0,8,0.257,-5.244,1,0.102,122.058,0.58
Phil Collins - You'll Be in My Heart,Phil Collins,You'll Be in My Heart,409521318,174336,2016,Rock,"['rock drums', 'soft rock']",rock drums,soft rock,Unknown,da1ebe04-5666-4857-bd05-9fa6442786e8,https://open.spotify.com/track/1fTDYdx5zYfWJSX0JlKO8o,USWD10110146,0.0643,0.566,0.748,5.16e-06,8,0.0925,-6.549,1,0.0301,96.586,0.614
Jon Pardi - Heartache On The Dance Floor,Jon Pardi,Heartache On The Dance Floor,409170661,196773,2016,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road,0234c8b2-1c04-4862-af23-ae9ceed6ad78,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD,USUM71601623,0.0563,0.596,0.833,0,9,0.0866,-4.308,1,0.0474,115.997,0.618
Mac Miller - Dang!,Mac Miller,Dang!,407689707,119189,2016,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'rap']",hip hop,pittsburgh rap,rap,fa4f714b-b016-4c5d-bd01-904cd3ce54ee,https://open.spotify.com/track/5iUQMwxUPdJBFeGkePtM66,USWB11601217,0.00826,0.836,0.67,0.000355,5,0.0837,-6.907,0,0.23,107.018,0.556
Post Malone - Deja Vu,Post Malone,Deja Vu,404141031,45940,2016,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop,a4b04560-7a08-48b6-8fc3-f1c9ee9f74a4,https://open.spotify.com/track/0H8XeaJunhvpBdBFIYi6Sh,USUM71608604,0.0931,0.619,0.69,0,7,0.131,-6.508,1,0.0471,133.932,0.333
Macklemore & Ryan Lewis - Downtown,Macklemore & Ryan Lewis,Downtown,403548694,61229,2016,Pop,"['pop rap', 'seattle hip hop']",pop rap,seattle hip hop,Unknown,b0ebafb0-0962-4b62-9c45-a341c3538b6c,https://open.spotify.com/track/5pfJsMwoRYKampPay8amX0,GMM881500002,0.0916,0.828,0.609,1.21e-06,1,0.291,-4.402,1,0.0694,109.725,0.707
Jon Pardi - Dirt On My Boots,Jon Pardi,Dirt On My Boots,402021424,248872,2016,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road,20679857-9218-4883-8f48-c584b2a9363a,https://open.spotify.com/track/7f08qp3HROTkfrtNpiYGGo,USUM71601619,0.112,0.683,0.796,0,11,0.197,-4.179,1,0.0284,90.031,0.533
Brent Faiyaz - Poison,Brent Faiyaz,Poison,401924245,490939,2016,R&B/Soul,"['r&b', 'rap']",r&b,rap,Unknown,88caa294-e694-407c-b774-0419864aed5c,https://open.spotify.com/track/5NijSs5dAwaIybq1GaRTIe,TCACQ1663630,0.711,0.689,0.394,0.000905,2,0.0859,-10.102,0,0.065,117.489,0.382
Rihanna - Desperado,Rihanna,Desperado,400879226,110742,2016,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary,00a109a3-5a90-46ea-b7f3-27cb97a3051c,https://open.spotify.com/track/4mCf3vQf7z0Yseo0RxAi3V,QM5FT1600104,0.323,0.68,0.609,0,0,0.102,-5.222,0,0.044,94.35,0.325
A Boogie Wit da Hoodie - Jungle,A Boogie Wit da Hoodie,Jungle,400639849,132060,2016,Hip-Hop/Rap,"['melodic rap', 'rap', 'trap']",melodic rap,rap,trap,2c9722af-e72b-40ec-a4b4-9858d117611e,https://open.spotify.com/track/5uZm7EFtP5aoTJvx5gv9Xf,USAT21602426,0.308,0.538,0.52,0,7,0.214,-11.063,0,0.737,180.274,0.551
Fifth Harmony - That's My Girl,Fifth Harmony,That's My Girl,400169685,142995,2016,Pop,"['girl group', 'pop', 'talent show']",girl group,pop,talent show,9b4acf58-1dae-4a64-9f7c-73a1a6e5efcf,https://open.spotify.com/track/2ACOWPLUe4A4KuQ5ioD2od,USSM11601117,0.0358,0.596,0.851,3.19e-05,5,0.365,-4.245,0,0.121,202.049,0.612
John Legend - Love Me Now,John Legend,Love Me Now,397547920,34157,2016,Pop,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",neo soul,pop,pop soul,ede10ce3-6244-49c1-a4b6-5256e292a685,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,USSM11606983,0.591,0.495,0.762,0,8,0.0763,-3.842,1,0.0862,123.893,0.708
Desiigner - Tiimmy Turner,Desiigner,Tiimmy Turner,396595174,46028,2016,Pop,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",pop rap,rap,southern hip hop,6c4e57b5-0584-4185-962e-f835d0126826,https://open.spotify.com/track/3NJG6vMH1ZsectZkocMEm0,USUM71606710,0.174,0.602,0.725,0,6,0.0786,-3.054,1,0.0393,122.803,0.304
Flume - Say It,Flume,Say It,396152645,60127,2016,Electronic/Dance,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']",australian dance,australian electropop,australian indie,c1fe3910-557e-4073-845d-5eb1eedf1aad,https://open.spotify.com/track/4Umsw6MlKXxtM3AZA9qDYH,AUFF01600799,0.0693,0.58,0.533,3.26e-06,3,0.0616,-6.828,0,0.033,75.12,0.266
BLACKPINK - WHISTLE,BLACKPINK,WHISTLE,395228039,155786,2016,Pop,"['k-pop', 'k-pop girl group', 'pop']",k-pop,k-pop girl group,pop,125c3886-3a8b-4a3a-832c-033e3e4a72fc,https://open.spotify.com/track/6NEoeBLQbOMw92qMeLfI40,KRA401600168,0.00561,0.818,0.723,0,11,0.0866,-4.82,1,0.114,102.945,0.607
Jon Pardi - Night Shift,Jon Pardi,Night Shift,395227143,300767,2016,World/Traditional,"['contemporary country', 'country', 'country road', 'modern country rock']",contemporary country,country,country road,aa755558-6675-40cd-bafe-b3222fe2bc04,https://open.spotify.com/track/0bPnT6i9H1p8Vd85GS6Z7I,USUM71601617,0.0963,0.631,0.754,0,2,0.268,-3.564,1,0.0284,95.992,0.729
The Weeknd - Sidewalks,The Weeknd,Sidewalks,394021812,128858,2016,R&B/Soul,"['canadian contemporary r&b', 'canadian pop', 'pop']",canadian contemporary r&b,canadian pop,pop,9caebba6-c5f6-48cb-8bc3-40e77342d252,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,USUG11601003,0.147,0.542,0.72,0,1,0.348,-5.136,0,0.0628,149.828,0.623
Frank Ocean - Godspeed,Frank Ocean,Godspeed,392706623,390955,2016,Hip-Hop/Rap,"['lgbtq+ hip hop', 'neo soul']",lgbtq+ hip hop,neo soul,Unknown,9dfabd7f-3c61-4f54-ad7f-774925542674,https://open.spotify.com/track/34xTFwjPQ1dC6uJmleno7x,QZ5C81600016,0.929,0.399,0.0969,0.000168,6,0.121,-12.578,1,0.0509,109.54,0.0758
Tove Lo - Cool Girl,Tove Lo,Cool Girl,392145833,32570,2016,Pop,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",dance pop,metropopolis,pop,624119ff-2dc1-4782-b814-dcd41007d2f1,https://open.spotify.com/track/3tJ4y2Zqx6gM9xOAuFfsSF,SEUM71601198,0.313,0.674,0.694,7.17e-06,9,0.0752,-7.076,0,0.109,101.993,0.203
The Lumineers - Cleopatra,The Lumineers,Cleopatra,390895670,184693,2016,Pop,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",folk-pop,modern rock,neo mellow,75b410a4-b33a-45f6-81c6-534aafde8840,https://open.spotify.com/track/2AXY5WABx7NjWw1zb4qCdc,USDMG1673803,0.228,0.536,0.775,0.000142,8,0.0947,-6.765,1,0.0394,151.397,0.485
Shakira - Try Everything,Shakira,Try Everything,390535040,173236,2016,Pop,"['colombian pop', 'dance pop', 'latin pop', 'pop']",colombian pop,dance pop,latin pop,e8c992d2-4d28-414a-86e0-54166efba95c,https://open.spotify.com/track/1N3dZ7TTWO6VcD4Y3hHYLZ,USWD11575402,0.0257,0.705,0.609,0,1,0.0846,-4.897,1,0.0307,115.474,0.476
Jonas Blue - By Your Side,Jonas Blue,By Your Side,388101260,44277,2016,Pop,"['pop', 'pop dance', 'tropical house', 'uk dance']",pop,pop dance,tropical house,40312aaf-3c5d-4623-944c-03ae7398ac1c,https://open.spotify.com/track/4QTuyRQshEZYurtIDfE6g0,GBUM71605281,0.0786,0.695,0.743,0,6,0.0587,-3.85,1,0.0329,123.007,0.634
Post Malone - No Option,Post Malone,No Option,386211309,57904,2016,Hip-Hop/Rap,"['dfw rap', 'melodic rap', 'pop', 'rap']",dfw rap,melodic rap,pop,c1e014e7-d9a1-44a5-919f-4e04930b65da,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI,USUM71614471,0.0757,0.575,0.734,0,2,0.241,-4.949,1,0.057,83.983,0.494
Alan Walker - Sing Me to Sleep,Alan Walker,Sing Me to Sleep,385468473,59157,2016,Electronic/Dance,['electro house'],electro house,Unknown,Unknown,7ff5c37d-2387-41ee-97a8-17a73d117356,https://open.spotify.com/track/1tfVpMI8G6EakZU4rEja4w,NOG841611010,0.0129,0.474,0.622,3.82e-06,4,0.327,-6.381,0,0.061,176.062,0.158
Sia - The Greatest,Sia,The Greatest,384225028,153819,2016,Pop,['musical advocacy'],musical advocacy,Unknown,Unknown,3a37087b-8e78-4436-93a8-31fc66fe79bb,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,USRC11601818,0.0174,0.639,0.785,0.00107,10,0.0512,-6.167,0,0.174,191.95,0.686
DNCE - Toothbrush,DNCE,Toothbrush,383239834,81661,2016,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown,1f5d5ca2-33a2-45d5-90cb-f8db60584c45,https://open.spotify.com/track/7ciLq0Cip0yxiz6KANrOUq,USUM71516725,0.122,0.556,0.785,0,7,0.468,-5.842,1,0.133,104.978,0.825
Imany - Don't Be so Shy,Imany,Don't Be so Shy,382758935,249911,2016,Pop,['french indie pop'],french indie pop,Unknown,Unknown,,,,,,,,,,,,,,
Marc E. Bassy - You & Me,Marc E. Bassy,You & Me,381924603,25866,2016,Pop,['indie pop rap'],indie pop rap,Unknown,Unknown,79a65a6a-a452-46db-b797-bc81f3c5f517,https://open.spotify.com/track/7yCqehT9dKACTFy7YugP0J,USUM71603788,0.0413,0.449,0.635,0,1,0.188,-8.301,1,0.275,84.414,0.608
Travis Scott - sdp interlude,Travis Scott,sdp interlude,381365328,394894,2016,Hip-Hop/Rap,"['rap', 'slap house']",rap,slap house,Unknown,9e7ff3c9-99d5-4d46-b1a4-71e2c7f99de2,https://open.spotify.com/track/4gh0ZnHzaTMT1sDga7Ek0N,USSM11607552,0.599,0.507,0.586,0.0544,0,0.118,-8.15,0,0.0586,108.164,0.588
Ariana Grande - Let Me Love You,Ariana Grande,Let Me Love You,377225176,177410,2016,Pop,['pop'],pop,Unknown,Unknown,77805fca-10bf-47b5-9f39-7e14d8378ee4,https://open.spotify.com/track/59NC8SuXPiSaiYL69XQ4dt,USUM71601828,0.0295,0.527,0.435,0,2,0.243,-8.363,1,0.129,102.698,0.0781
Anne-Marie - Alarm,Anne-Marie,Alarm,376217859,37182,2016,Pop,['pop'],pop,Unknown,Unknown,808b4431-31b2-41dd-b8f9-e0a5e3371589,https://open.spotify.com/track/572xshmOviSGH70oPYMCZV,GBAHS1600223,0.0812,0.756,0.589,0,0,0.176,-5.093,1,0.232,146.928,0.811
Fifth Harmony - All In My Head (Flex),Fifth Harmony,All In My Head (Flex),374464779,37947,2016,Pop,"['girl group', 'pop', 'talent show']",girl group,pop,talent show,566b30e6-135a-4248-a8c5-c6f262e91156,https://open.spotify.com/track/7nD9nN3jord9wWcfW3Gkcm,USSM11601121,0.023,0.689,0.791,0,0,0.0526,-5.194,0,0.053,95.04,0.755
Bebe Rexha - I Got You,Bebe Rexha,I Got You,372971874,31355,2016,Pop,"['dance pop', 'pop']",dance pop,pop,Unknown,eedeb028-5e0f-4daa-95f1-77661c625ed6,https://open.spotify.com/track/2jB9QaPJyVdz2Q0Va8rrnU,USWB11800742,0.0498,0.606,0.887,3.47e-06,9,0.0958,-4.782,0,0.052,97.972,0.349
Rihanna - Sex With Me,Rihanna,Sex With Me,372960794,146995,2016,Pop,"['barbadian pop', 'pop', 'urban contemporary']",barbadian pop,pop,urban contemporary,64aeb731-40f2-4773-ba75-3e98f4102470,https://open.spotify.com/track/7BiELrM90hRxpozaIXbsLw,QM5FT1600126,0.294,0.58,0.532,0,1,0.0949,-5.668,0,0.0424,112.051,0.391
Drake - Pop Style,Drake,Pop Style,372075700,27393,2016,Hip-Hop/Rap,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",canadian hip hop,canadian pop,hip hop,baf4780c-5af3-46e0-991b-89bc5eb2bccb,https://open.spotify.com/track/5mPSyjLatqB00IkPqRlbTE,USCM51600086,0.192,0.713,0.462,2.16e-06,7,0.105,-10.027,1,0.123,133.053,0.0594
Skillet - Feel Invincible,Skillet,Feel Invincible,371572122,151603,2016,Metal,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']",alternative metal,christian alternative rock,christian music,4d8a1e37-0020-4e63-bf65-836ead8cbab3,https://open.spotify.com/track/0i8JFpqe9cKwnrcvoNgl1L,USAT21601370,0.00045,0.603,0.886,0,5,0.26,-3.777,0,0.0837,126.025,0.395
Tory Lanez - LUV,Tory Lanez,LUV,366449246,88422,2016,Hip-Hop/Rap,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",canadian hip hop,canadian trap,melodic rap,886d5871-a576-416b-bf61-465a55bc494b,https://open.spotify.com/track/16Ah4QqH4mgYVXqfC4mdSd,USUM71604428,0.0108,0.542,0.528,0,11,0.117,-8.113,0,0.243,190.42,0.253
Nebu Kiniza - Gassed Up,Nebu Kiniza,Gassed Up,364983692,56753,2016,Hip-Hop/Rap,"['melodic rap', 'plugg']",melodic rap,plugg,Unknown,838a9007-dfa9-4fee-842e-19120d2e230c,https://open.spotify.com/track/6JjEVlMkfHWMeYavkEYzNO,TCACN1613658,0.0213,0.798,0.568,0,5,0.0586,-9.072,0,0.135,148.88,0.45
Ofenbach - Be Mine,Ofenbach,Be Mine,364942554,198955,2016,Pop,['pop dance'],pop dance,Unknown,Unknown,e8238ee5-23cb-478f-8194-05158c38526a,https://open.spotify.com/track/2KklXplRtxMsBYo474Es0w,FR9W11620052,0.194,0.779,0.666,0.000556,5,0.0576,-7.361,1,0.0482,123.024,0.507
Ellie Goulding - Still Falling For You,Ellie Goulding,Still Falling For You,363786472,79068,2016,Electronic/Dance,"['indietronica', 'metropopolis', 'pop', 'uk pop']",indietronica,metropopolis,pop,f475bc2d-3bff-4149-9417-e0934bc8f28f,https://open.spotify.com/track/3odrUVQ9tvRpkC9II2oWzx,GBUM71603863,0.553,0.473,0.518,1.26e-06,1,0.111,-8.1,1,0.0405,96.129,0.18
MAX - Lights Down Low,MAX,Lights Down Low,363603275,38148,2016,,,,,,999be638-e922-49ee-b069-876fe680287e,https://open.spotify.com/track/1sYSP7gKa5kdKIfhANfori,USQX91600306,0.0632,0.623,0.493,0,5,0.104,-7.727,0,0.0338,81.019,0.594
Mac Miller - My Favorite Part,Mac Miller,My Favorite Part,362554725,91963,2016,Hip-Hop/Rap,"['hip hop', 'pittsburgh rap', 'rap']",hip hop,pittsburgh rap,rap,aadea83f-419f-4c0e-b04e-24966c619d0b,https://open.spotify.com/track/66wkCYWlXzSTQAfnsPBptt,USWB11601441,0.627,0.861,0.33,1.93e-06,6,0.14,-7.194,1,0.0526,95.016,0.718
Alvaro Soler - Sofia,Alvaro Soler,Sofia,362375902,140001,2016,Pop,['latin pop'],latin pop,Unknown,Unknown,3d8d9b1d-e4dc-405b-a202-96a8e3465a7b,https://open.spotify.com/track/5vj59ONIVbyhcrI8ZSwoRo,DEUM71601055,0.109,0.688,0.729,0,2,0.225,-5.939,1,0.0315,127.998,0.909
