Year,Word,Frequency,Category
2023,stop,60,movement
2023,girls,59,other
2023,hands,59,anatomy
2023,everything,59,other
2023,thing,58,other
2023,wish,57,emotion
2023,money,57,other
2023,two,56,other
2023,niggas,56,profanity
2023,long,56,other
2023,around,55,movement
2023,gon,54,vocalisation
2023,hit,53,movement
2023,yes,53,vocalisation
2023,tonight,52,time
2023,find,52,other
2023,dance,52,movement
2023,bed,52,other
2023,lost,51,other
2023,pretty,51,other
2023,care,50,emotion
2023,mine,50,other
2023,ass,50,profanity
2023,break,49,movement
2023,whole,48,other
2023,woah,48,vocalisation
2023,alone,48,emotion
2023,crazy,48,emotion
2023,tryna,48,other
2023,next,47,time
2023,real,47,other
2023,big,47,other
2023,face,47,anatomy
2023,maybe,47,other
2023,talk,46,other
2023,well,46,other
2023,made,46,other
2023,ride,46,movement
2023,place,46,other
2023,name,45,other
2023,body,45,anatomy
2023,high,45,other
2023,drunk,45,other
2023,forget,45,other
2023,wild,45,other
2023,goin,44,movement
2023,another,44,time
2023,nothing,44,other
2023,didn,43,vocalisation
2023,left,43,other
2023,free,43,other
2023,town,43,other
2023,thought,43,other
2024,back,245,movement
2024,ain,223,vocalisation
2024,could,185,other
2024,fuck,183,profanity
2024,shit,172,profanity
2024,bitch,168,profanity
2024,night,166,time
2024,huh,166,vocalisation
2024,life,154,other
2024,think,150,other
2024,look,143,other
2024,bout,140,other
2024,said,137,other
2024,won,136,other
2024,good,129,other
2024,keep,128,other
2024,nigga,121,profanity
2024,ayy,114,vocalisation
2024,give,106,other
2024,mine,102,other
2024,put,97,movement
2024,every,95,time
2024,niggas,95,profanity
2024,hold,92,other
2024,ever,91,time
2024,mind,91,other
2024,really,90,other
2024,still,90,other
2024,little,90,other
2024,okay,86,vocalisation
2024,hit,85,movement
2024,dance,84,movement
2024,better,83,emotion
2024,type,82,other
2024,eyes,81,anatomy
2024,face,80,anatomy
2024,day,79,time
2024,crazy,79,emotion
2024,gon,79,vocalisation
2024,guess,78,other
2024,heart,78,emotion
2024,would,77,other
2024,bumpin,77,movement
2024,much,76,other
2024,made,74,other
2024,leave,74,other
2024,two,73,other
2024,even,72,other
2024,told,72,other
2024,touch,71,movement
2024,woo,71,vocalisation
2024,pretty,71,other
2024,world,70,other
2024,might,70,other
2024,talkin,70,other
2024,body,70,anatomy
2024,gettin,70,other
2024,god,69,other
2024,bad,68,emotion
2024,away,68,movement
2024,wait,68,other
2024,turn,68,movement
2024,high,67,other
2024,always,65,time
2024,stop,64,movement
2024,round,64,other
2024,show,64,other
2024,sticky,64,other
2024,bye,64,vocalisation
2024,new,63,time
2024,nothin,63,other
2024,party,62,other
2024,sweet,62,emotion
2024,well,61,other
2024,man,61,other
2024,아파트,61,vocalisation
2024,long,61,other
2024,hate,60,emotion
2024,left,60,other
2024,stay,60,movement
2024,around,59,movement
2024,nasty,59,other
2024,ass,58,profanity
2024,please,57,other
2024,first,57,time
2024,star,56,other
2024,jump,56,movement
2024,light,55,other
2024,tonight,55,time
2024,hard,54,other
2024,til,53,other
2024,try,53,other
2024,play,53,other
2024,find,53,other
2024,call,52,other
2024,miss,52,other
2024,praise,52,other
2024,drip,51,movement
2024,adore,51,emotion
2024,home,50,other
2025,ain,289,vocalisation
2025,back,253,movement
2025,bad,167,emotion
2025,night,157,time
2025,keep,149,other
2025,could,145,other
2025,life,131,other
2025,tonight,123,time
2025,still,122,other
2025,man,121,other
2025,really,119,other
2025,done,115,other
2025,would,114,other
2025,good,111,other
2025,better,111,emotion
2025,away,108,movement
2025,new,104,time
2025,run,104,movement
2025,leave,99,other
2025,show,98,other
2025,eyes,97,anatomy
2025,said,96,other
2025,put,95,movement
2025,huh,95,vocalisation
2025,think,93,other
2025,every,93,time
2025,call,91,other
2025,bout,88,other
2025,left,87,other
2025,shit,86,profanity
2025,heart,85,emotion
2025,two,84,other
2025,always,83,time
2025,friends,83,other
2025,dead,82,other
2025,look,80,other
2025,give,78,other
2025,lights,78,other
2025,long,77,other
2025,around,76,movement
2025,fuck,76,profanity
2025,won,76,other
2025,little,75,other
2025,bitch,74,profanity
2025,world,73,other
2025,lookin,70,other
2025,mind,69,other
2025,alone,68,emotion
2025,jennie,68,other
2025,gettin,68,other
2025,lie,66,other
2025,face,65,anatomy
2025,turn,64,movement
2025,talk,62,other
2025,god,62,other
2025,feeling,61,emotion
2025,dance,60,movement
2025,eat,60,other
2025,thought,59,other
2025,might,59,other
2025,mine,58,other
2025,fucked,56,profanity
2025,somethin,55,other
2025,ayy,55,vocalisation
2025,much,55,other
2025,real,55,other
2025,play,54,other
2025,head,54,anatomy
2025,til,53,other
2025,everything,53,other
2025,hit,53,movement
2025,well,53,other
2025,day,52,time
2025,made,52,other
2025,okay,52,vocalisation
2025,ever,52,time
2025,light,51,other
2025,last,51,time
2025,hear,51,other
2025,woo,49,vocalisation
2025,ladies,48,other
2025,find,47,other
2025,another,47,time
2025,tryna,47,other
2025,gnarly,47,other
2025,girls,46,other
2025,wrong,46,emotion
2025,home,46,other
2025,hold,46,other
2025,end,46,time
2025,callin,46,other
2025,fall,45,movement
2025,phone,45,other
2025,song,45,other
2025,hope,44,emotion
2025,hands,44,anatomy
2025,forever,44,time
2025,stay,44,movement
2025,rather,44,other
2025,even,43,other
