Year,Word,Frequency,Category
2020,woah,176,Vocalization
2020,think,172,Other
2020,ody,172,Other
2020,things,157,Other
2020,still,155,Time
2020,life,152,Other
2020,put,149,Action
2020,ayy,147,Vocalization
2020,give,144,Action
2020,always,141,Time
2020,diamonds,135,Wealth
2020,tryna,135,Slang
2020,could,133,Other
2020,call,132,Other
2020,eyes,130,Anatomy
2020,stop,127,Action
2020,stay,125,Action
2020,run,122,Action
2020,heart,117,Emotion
2020,head,117,Anatomy
2020,even,116,Other
2020,would,113,Other
2020,play,110,Other
2020,away,109,Location
2020,leave,108,Action
2020,mind,108,Emotion
2020,lil,108,Slang
2020,said,106,Action
2020,gon,104,Slang
2020,okay,102,Other
2020,better,100,Other
2020,woo,100,Other
2020,try,100,Other
2020,bout,100,Other
2020,home,99,Location
2020,man,99,Person
2020,show,95,Action
2020,told,94,Action
2020,dance,92,Party
2020,hold,92,Action
2020,around,92,Location
2020,good,90,Other
2020,bust,90,Other
2020,every,88,Other
2020,til,88,Other
2020,money,87,Wealth
2020,hit,87,Other
2020,side,87,Other
2020,believe,86,Other
2020,bum,86,Other
2020,new,84,Other
2020,feeling,83,Emotion
2020,real,83,Other
2020,ever,82,Time
2020,really,82,Other
2020,alone,81,Other
2020,find,81,Other
2020,light,79,Other
2020,people,79,Person
2020,dum,79,Other
2020,somebody,79,Other
2020,another,77,Other
2020,honey,77,Other
2020,bring,76,Action
2020,everything,76,Action
2020,made,75,Action
2020,body,75,Anatomy
2020,world,75,Location
2020,fly,74,Other
2020,pull,74,Other
2020,runnin,74,Action
2020,lose,73,Other
2020,turn,73,Action
2020,tonight,72,Party
2020,god,72,Other
2020,mmm,71,Vocalization
2020,savage,71,Other
2020,big,70,Other
2020,ride,68,Other
2020,hand,68,Anatomy
2020,used,68,Action
2020,rain,68,Other
2020,sometimes,67,Other
2020,little,67,Other
2020,talk,67,Other
2020,wait,67,Other
2020,done,66,Other
2020,watch,65,Other
2020,friend,65,Person
2020,bad,65,Other
2020,first,65,Time
2021,back,209,Other
2021,run,183,Action
2021,shit,177,Profanity
2021,ayy,173,Vocalization
2021,think,172,Other
2021,fuck,165,Profanity
2021,could,160,Other
2021,bitch,154,Profanity
2021,dance,150,Party
2021,call,149,Other
2021,night,148,Party
2021,look,144,Action
2021,day,143,Time
2021,keep,139,Action
2021,leave,132,Action
2021,nigga,128,Profanity
2021,things,125,Other
2021,life,125,Other
2021,put,124,Action
2021,woah,122,Vocalization
2021,better,122,Other
2021,mind,118,Emotion
2021,mmm,117,Vocalization
2021,away,115,Location
2021,said,115,Action
2021,lost,115,Other
2021,good,113,Other
2021,heart,105,Emotion
2021,give,105,Action
2021,still,104,Time
2021,every,104,Other
2021,everything,103,Action
2021,really,102,Other
2021,money,99,Wealth
2021,ever,98,Time
2021,friends,98,Person
2021,two,97,Other
2021,little,97,Other
2021,even,95,Other
2021,feels,94,Other
2021,try,90,Other
2021,touch,88,Other
2021,eyes,88,Anatomy
2021,find,87,Other
2021,huh,87,Vocalization
2021,tryna,87,Slang
2021,bad,87,Other
2021,woman,87,Person
2021,woo,86,Other
2021,god,85,Other
2021,hands,83,Anatomy
2021,talk,82,Other
2021,stay,81,Action
2021,alone,81,Other
2021,world,80,Location
2021,well,76,Other
2021,fall,76,Other
2021,would,75,Other
2021,head,75,Anatomy
2021,man,74,Person
2021,nah,74,Other
2021,remember,73,Other
2021,done,73,Other
2021,bout,73,Other
2021,stop,73,Action
2021,dark,72,Other
2021,sexy,72,Other
2021,going,71,Action
2021,okay,71,Other
2021,hold,70,Action
2021,name,69,Other
2021,gone,69,Other
2021,til,68,Other
2021,thought,67,Other
2021,always,67,Time
2021,play,67,Other
2021,wit,67,Other
2021,told,66,Action
2021,gon,66,Slang
2021,red,65,Action
2021,new,64,Other
2021,turn,64,Action
2021,tonight,64,Party
2021,big,64,Other
2021,wish,63,Emotion
2021,wait,63,Other
2021,girls,63,Person
2021,long,62,Other
2021,wanted,60,Action
2021,around,60,Location
2021,lie,60,Other
2021,work,60,Other
2021,move,59,Action
2021,hard,59,Other
2021,real,59,Other
2021,end,59,Other
2021,side,59,Other
2021,maybe,58,Other
2021,might,57,Other
2021,party,57,Party
2022,bitch,187,Profanity
2022,back,179,Other
2022,woah,174,Vocalization
2022,mine,164,Other
2022,fuck,160,Profanity
2022,night,155,Party
2022,shit,144,Profanity
2022,keep,139,Action
2022,still,138,Time
2022,look,134,Action
2022,could,132,Other
2022,nigga,129,Profanity
2022,pop,118,Other
2022,thing,110,Action
2022,think,110,Other
2022,call,106,Other
2022,put,105,Action
2022,life,101,Other
2022,heart,99,Emotion
2022,ayy,98,Vocalization
2022,hold,96,Action
2022,try,96,Other
2022,run,96,Action
2022,day,95,Time
2022,good,93,Other
2022,mind,93,Emotion
2022,eyes,88,Anatomy
2022,around,88,Location
2022,feelings,88,Emotion
2022,even,87,Other
2022,said,87,Action
2022,give,87,Action
2022,huh,86,Vocalization
2022,body,83,Anatomy
2022,home,81,Location
2022,gon,81,Slang
2022,stay,80,Action
2022,bout,80,Other
2022,stop,79,Action
2022,better,78,Other
2022,man,78,Person
2022,would,78,Other
2022,two,77,Other
2022,away,77,Location
2022,might,76,Other
2022,bad,76,Other
2022,hand,75,Anatomy
2022,real,75,Other
